Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Transformer.T28118822A,   0.780079,   -57.22,   0.780079,   122.78,          0,     0.00,          0,     0.00, 1.03495E-6,  -132.22,    23.2068,   123.44,    23.2068,   -56.56,          0,     0.00,          0,     0.00, 0.000061722,  -132.51,    23.2055,   123.44,    23.2054,   -56.56,          0,     0.00,          0,     0.00, 0.000123451,    47.49
Transformer.T5260558C,   0.573709,    64.45,   0.573709,  -115.55,          0,     0.00,          0,     0.00, 7.17035E-7,   -10.56,    17.0759,  -114.92,    17.0759,    65.08,          0,     0.00,          0,     0.00, 0.0000427463,   -10.87,    17.0749,  -114.93,    17.0749,    65.07,          0,     0.00,          0,     0.00, 0.0000854976,   169.13
Transformer.T5355842A,    1.26632,   -60.07,    1.26632,   119.93,          0,     0.00,          0,     0.00, 1.91109E-6,  -135.02,    37.6256,   120.68,    37.6256,   -59.32,          0,     0.00,          0,     0.00, 0.000114056,  -135.27,    37.6278,   120.68,    37.6278,   -59.32,          0,     0.00,          0,     0.00, 0.000228124,    44.73
Transformer.T5338943C,    1.57652,    60.71,    1.57652,  -119.29,          0,     0.00,          0,     0.00, 1.63665E-6,   -14.37,    46.9878,  -118.77,    46.9879,    61.23,          0,     0.00,          0,     0.00, 0.0000974427,   -14.74,    46.9851,  -118.77,    46.9851,    61.23,          0,     0.00,          0,     0.00, 0.000194897,   165.26
Transformer.T5293492C,    1.50126,    66.51,    1.50126,  -113.49,          0,     0.00,          0,     0.00, 1.71765E-6,    -8.56,    44.7141,  -112.93,    44.7141,    67.07,          0,     0.00,          0,     0.00, 0.000102338,    -8.89,    44.7115,  -112.93,    44.7115,    67.07,          0,     0.00,          0,     0.00, 0.000204689,   171.11
Transformer.T5355779C,   0.944387,    60.48,   0.944387,  -119.52,          0,     0.00,          0,     0.00, 9.80837E-7,   -14.59,    28.1471,  -119.00,    28.1471,    61.00,          0,     0.00,          0,     0.00, 0.0000583972,   -14.96,    28.1455,  -119.01,    28.1454,    60.99,          0,     0.00,          0,     0.00, 0.000116801,   165.04
Transformer.T5260457B,   0.240684,   166.22,   0.240684,   -13.78,          0,     0.00,          0,     0.00, 3.00681E-7,    91.21,    7.16335,   -13.15,    7.16335,   166.85,          0,     0.00,          0,     0.00, 0.0000179252,    90.90,    7.16377,   -13.16,    7.16376,   166.84,          0,     0.00,          0,     0.00, 0.0000358524,   -89.10
Transformer.T21393454B,    1.52566,   171.46,    1.52566,    -8.54,          0,     0.00,          0,     0.00, 1.68099E-6,    96.37,    45.4502,    -7.99,    45.4502,   172.01,          0,     0.00,          0,     0.00, 0.000100127,    96.03,     45.454,    -7.99,    45.4539,   172.01,          0,     0.00,          0,     0.00, 0.000200266,   -83.98
Transformer.T5321848B,   0.435012,   168.57,   0.435012,   -11.43,          0,     0.00,          0,     0.00, 5.36639E-7,    93.54,    12.9481,   -10.82,    12.9481,   169.18,          0,     0.00,          0,     0.00, 0.0000319893,    93.23,    12.9493,   -10.82,    12.9493,   169.18,          0,     0.00,          0,     0.00, 0.0000639822,   -86.77
Transformer.T5338960C,     1.5914,    60.24,     1.5914,  -119.76,          0,     0.00,          0,     0.00, 1.62157E-6,   -14.85,    47.4372,  -119.26,    47.4372,    60.74,          0,     0.00,          0,     0.00, 0.000096531,   -15.23,    47.4345,  -119.26,    47.4344,    60.74,          0,     0.00,          0,     0.00, 0.000193073,   164.77
Transformer.T5356065B,   0.453596,   168.89,   0.453596,   -11.10,          0,     0.00,          0,     0.00, 5.50636E-7,    93.86,     13.503,   -10.50,     13.503,   169.50,          0,     0.00,          0,     0.00, 0.0000328202,    93.55,    13.5042,   -10.50,    13.5042,   169.50,          0,     0.00,          0,     0.00, 0.0000656442,   -86.45
Transformer.T5138646A,   0.508729,   -56.98,   0.508729,   123.02,          0,     0.00,          0,     0.00, 7.05347E-7,  -131.95,    15.1284,   123.71,    15.1285,   -56.29,          0,     0.00,          0,     0.00, 0.0000420759,  -132.23,    15.1276,   123.71,    15.1276,   -56.29,          0,     0.00,          0,     0.00, 0.0000841567,    47.77
Transformer.T5337654C,   0.950788,    60.23,   0.950788,  -119.77,          0,     0.00,          0,     0.00, 9.74298E-7,   -14.84,    28.3404,  -119.26,    28.3404,    60.74,          0,     0.00,          0,     0.00, 0.0000580018,   -15.21,    28.3388,  -119.26,    28.3387,    60.74,          0,     0.00,          0,     0.00, 0.00011601,   164.78
Transformer.T5337691B,   0.436984,   169.17,   0.436984,   -10.83,          0,     0.00,          0,     0.00, 5.38124E-7,    94.14,     13.007,   -10.22,     13.007,   169.78,          0,     0.00,          0,     0.00, 0.0000320774,    93.83,    13.0082,   -10.22,    13.0082,   169.78,          0,     0.00,          0,     0.00, 0.0000641586,   -86.17
Transformer.T5391738B,   0.373988,   170.01,   0.373988,    -9.99,          0,     0.00,          0,     0.00,  4.2078E-7,    94.96,    11.1395,    -9.43,    11.1395,   170.57,          0,     0.00,          0,     0.00, 0.0000250672,    94.62,    11.1405,    -9.44,    11.1405,   170.56,          0,     0.00,          0,     0.00, 0.0000501373,   -85.38
Transformer.T5247171B,   0.583829,   170.30,   0.583829,    -9.70,          0,     0.00,          0,     0.00, 6.48729E-7,    95.24,    17.3914,    -9.15,    17.3914,   170.85,          0,     0.00,          0,     0.00, 0.0000386435,    94.90,    17.3929,    -9.15,    17.3929,   170.85,          0,     0.00,          0,     0.00, 0.0000772914,   -85.11
Transformer.T226192175C,   0.897625,    66.52,   0.897625,  -113.48,          0,     0.00,          0,     0.00, 1.03153E-6,    -8.53,    26.7343,  -112.91,    26.7343,    67.09,          0,     0.00,          0,     0.00, 0.000061461,    -8.86,    26.7328,  -112.91,    26.7328,    67.09,          0,     0.00,          0,     0.00, 0.000122929,   171.14
Transformer.T5328367C,   0.589111,    63.08,   0.589111,  -116.92,          0,     0.00,          0,     0.00, 6.98319E-7,   -11.95,    17.5416,  -116.33,    17.5416,    63.67,          0,     0.00,          0,     0.00, 0.0000416161,   -12.27,    17.5406,  -116.33,    17.5406,    63.67,          0,     0.00,          0,     0.00, 0.0000832371,   167.72
Transformer.T5247084B,   0.974769,   170.38,   0.974769,    -9.62,          0,     0.00,          0,     0.00,  1.0852E-6,    95.31,    29.0366,    -9.06,    29.0366,   170.94,          0,     0.00,          0,     0.00, 0.0000646444,    94.97,    29.0391,    -9.07,    29.0391,   170.93,          0,     0.00,          0,     0.00, 0.000129296,   -85.03
Transformer.T5247100B,   0.586455,   170.36,   0.586455,    -9.64,          0,     0.00,          0,     0.00, 6.50707E-7,    95.30,    17.4698,    -9.09,    17.4698,   170.91,          0,     0.00,          0,     0.00, 0.0000387609,    94.96,    17.4713,    -9.09,    17.4713,   170.91,          0,     0.00,          0,     0.00, 0.0000775262,   -85.04
Transformer.T226101449A,    1.26472,   -60.09,    1.26472,   119.91,          0,     0.00,          0,     0.00, 1.90868E-6,  -135.04,     37.578,   120.66,     37.578,   -59.34,          0,     0.00,          0,     0.00, 0.000113911,  -135.29,    37.5802,   120.66,    37.5801,   -59.34,          0,     0.00,          0,     0.00, 0.000227836,    44.70
Transformer.T5321838A,    1.25401,   -60.28,    1.25401,   119.72,          0,     0.00,          0,     0.00, 1.89251E-6,  -135.23,    37.2598,   120.47,    37.2598,   -59.53,          0,     0.00,          0,     0.00, 0.000112947,  -135.48,     37.262,   120.47,    37.2619,   -59.53,          0,     0.00,          0,     0.00, 0.000225906,    44.51
Transformer.T226194262C,    1.59242,    60.22,    1.59242,  -119.78,          0,     0.00,          0,     0.00, 1.62055E-6,   -14.86,    47.4679,  -119.27,    47.4679,    60.73,          0,     0.00,          0,     0.00, 0.0000964694,   -15.24,    47.4652,  -119.27,    47.4651,    60.73,          0,     0.00,          0,     0.00, 0.00019295,   164.76
Transformer.T22112168887C,    2.34772,    60.67,    2.34772,  -119.33,          0,     0.00,          0,     0.00, 2.48081E-6,   -14.43,    69.9651,  -118.81,    69.9651,    61.19,          0,     0.00,          0,     0.00, 0.000147723,   -14.80,     69.961,  -118.81,    69.9609,    61.19,          0,     0.00,          0,     0.00, 0.000295463,   165.20
Transformer.T5355773A,    1.26305,   -60.18,    1.26305,   119.82,          0,     0.00,          0,     0.00, 1.90616E-6,  -135.13,    37.5285,   120.57,    37.5285,   -59.43,          0,     0.00,          0,     0.00, 0.000113761,  -135.39,    37.5307,   120.57,    37.5307,   -59.43,          0,     0.00,          0,     0.00, 0.000227536,    44.61
Transformer.T226192926A,    1.27296,   -59.63,    1.27296,   120.37,          0,     0.00,          0,     0.00, 1.92112E-6,  -134.58,    37.8229,   121.13,    37.8229,   -58.87,          0,     0.00,          0,     0.00, 0.000114654,  -134.83,    37.8251,   121.12,    37.8251,   -58.88,          0,     0.00,          0,     0.00, 0.000229321,    45.17
Transformer.T5337718A,    0.49855,   -59.93,    0.49855,   120.07,          0,     0.00,          0,     0.00, 7.50115E-7,  -134.87,    14.8136,   120.82,    14.8136,   -59.18,          0,     0.00,          0,     0.00, 0.0000447667,  -135.12,    14.8144,   120.82,    14.8144,   -59.18,          0,     0.00,          0,     0.00, 0.0000895385,    44.88
Transformer.T5251859C,    1.45336,    68.65,    1.45336,  -111.35,          0,     0.00,          0,     0.00, 1.77373E-6,    -6.39,    43.2664,  -110.74,    43.2664,    69.26,          0,     0.00,          0,     0.00, 0.000105725,    -6.71,    43.2639,  -110.75,    43.2638,    69.25,          0,     0.00,          0,     0.00, 0.000211463,   173.29
Transformer.T5260622C,   0.841139,    65.24,   0.841138,  -114.76,          0,     0.00,          0,     0.00, 1.10829E-6,    -9.77,    25.0233,  -114.11,    25.0233,    65.89,          0,     0.00,          0,     0.00, 0.0000660928,   -10.06,    25.0248,  -114.11,    25.0247,    65.89,          0,     0.00,          0,     0.00, 0.000132193,   169.94
Transformer.T21467859B,    1.45499,   170.39,    1.45499,    -9.61,          0,     0.00,          0,     0.00, 1.62733E-6,    95.31,    43.3403,    -9.05,    43.3403,   170.95,          0,     0.00,          0,     0.00, 0.0000969413,    94.97,     43.344,    -9.05,     43.344,   170.95,          0,     0.00,          0,     0.00, 0.000193894,   -85.04
Transformer.T226193298A,    1.24259,   -58.38,    1.24259,   121.62,          0,     0.00,          0,     0.00, 1.87528E-6,  -133.33,    36.9204,   122.37,    36.9204,   -57.63,          0,     0.00,          0,     0.00, 0.000111918,  -133.59,    36.9226,   122.37,    36.9225,   -57.63,          0,     0.00,          0,     0.00, 0.000223849,    46.41
Transformer.T21399809A,   0.760523,   -60.08,   0.760523,   119.92,          0,     0.00,          0,     0.00, 1.14628E-6,  -135.02,    22.5973,   120.67,    22.5973,   -59.33,          0,     0.00,          0,     0.00, 0.0000684106,  -135.28,    22.5986,   120.67,    22.5986,   -59.33,          0,     0.00,          0,     0.00, 0.000136829,    44.72
Transformer.T5294812A,   0.759177,   -60.12,   0.759177,   119.88,          0,     0.00,          0,     0.00, 1.14426E-6,  -135.06,    22.5573,   120.63,    22.5573,   -59.37,          0,     0.00,          0,     0.00, 0.0000682895,  -135.31,    22.5586,   120.63,    22.5586,   -59.37,          0,     0.00,          0,     0.00, 0.000136587,    44.69
Transformer.T226308723B,    1.05759,   170.26,    1.05759,    -9.74,          0,     0.00,          0,     0.00, 1.32555E-6,    95.21,    31.4751,    -9.12,    31.4751,   170.88,          0,     0.00,          0,     0.00, 0.0000790246,    94.90,    31.4781,    -9.12,    31.4781,   170.88,          0,     0.00,          0,     0.00, 0.000158058,   -85.10
Transformer.T5338945A,    1.28552,   -59.43,    1.28552,   120.57,          0,     0.00,          0,     0.00, 1.94006E-6,  -134.38,    38.1959,   121.32,     38.196,   -58.68,          0,     0.00,          0,     0.00, 0.000115784,  -134.63,    38.1982,   121.32,    38.1981,   -58.68,          0,     0.00,          0,     0.00, 0.000231582,    45.36
Transformer.T5321837A,    1.25396,   -60.28,    1.25396,   119.72,          0,     0.00,          0,     0.00, 1.89243E-6,  -135.23,    37.2582,   120.47,    37.2582,   -59.53,          0,     0.00,          0,     0.00, 0.000112942,  -135.48,    37.2604,   120.47,    37.2603,   -59.53,          0,     0.00,          0,     0.00, 0.000225897,    44.51
Transformer.T5441311A,      1.261,   -60.21,    1.26099,   119.79,          0,     0.00,          0,     0.00, 1.90305E-6,  -135.16,    37.4673,   120.54,    37.4673,   -59.46,          0,     0.00,          0,     0.00, 0.000113576,  -135.42,    37.4695,   120.54,    37.4695,   -59.46,          0,     0.00,          0,     0.00, 0.000227165,    44.58
Transformer.T5338934B,   0.460975,   169.03,   0.460975,   -10.97,          0,     0.00,          0,     0.00, 5.56194E-7,    94.00,    13.7233,   -10.37,    13.7233,   169.63,          0,     0.00,          0,     0.00, 0.0000331502,    93.68,    13.7246,   -10.37,    13.7246,   169.63,          0,     0.00,          0,     0.00, 0.0000663042,   -86.32
Transformer.T5157716B,   0.343748,   170.29,   0.343748,    -9.71,          0,     0.00,          0,     0.00, 4.30509E-7,    95.26,    10.2306,    -9.08,    10.2306,   170.92,          0,     0.00,          0,     0.00, 0.0000256654,    94.95,    10.2312,    -9.09,    10.2312,   170.91,          0,     0.00,          0,     0.00, 0.0000513337,   -85.05
Transformer.T5338930B,    0.30797,   169.02,    0.30797,   -10.98,          0,     0.00,          0,     0.00, 3.71096E-7,    94.00,     9.1684,   -10.38,    9.16841,   169.62,          0,     0.00,          0,     0.00, 0.0000221178,    93.68,    9.16926,   -10.38,    9.16925,   169.62,          0,     0.00,          0,     0.00, 0.0000442382,   -86.32
Transformer.T5337717A,   0.746495,   -59.93,   0.746495,   120.07,          0,     0.00,          0,     0.00, 1.12514E-6,  -134.87,    22.1805,   120.83,    22.1805,   -59.17,          0,     0.00,          0,     0.00, 0.0000671488,  -135.12,    22.1818,   120.82,    22.1817,   -59.18,          0,     0.00,          0,     0.00, 0.000134305,    44.88
Transformer.T21400215B,    1.92195,   170.34,    1.92195,    -9.66,          0,     0.00,          0,     0.00, 2.16235E-6,    95.24,    57.2476,    -9.10,    57.2477,   170.90,          0,     0.00,          0,     0.00, 0.000128819,    94.90,    57.2525,    -9.10,    57.2524,   170.90,          0,     0.00,          0,     0.00, 0.000257652,   -85.10
Transformer.T227921416A,    1.25304,   -60.26,    1.25304,   119.74,          0,     0.00,          0,     0.00, 1.89105E-6,  -135.22,     37.231,   120.49,     37.231,   -59.51,          0,     0.00,          0,     0.00, 0.000112859,  -135.47,    37.2332,   120.49,    37.2331,   -59.51,          0,     0.00,          0,     0.00, 0.000225732,    44.53
Transformer.T5323399B,   0.433439,   168.54,   0.433439,   -11.46,          0,     0.00,          0,     0.00, 5.35454E-7,    93.51,    12.9011,   -10.85,    12.9011,   169.15,          0,     0.00,          0,     0.00, 0.0000319189,    93.20,    12.9024,   -10.85,    12.9024,   169.15,          0,     0.00,          0,     0.00, 0.0000638416,   -86.80
Transformer.T5321882C,     1.5974,    60.38,     1.5974,  -119.62,          0,     0.00,          0,     0.00, 1.61557E-6,   -14.71,    47.6184,  -119.12,    47.6184,    60.88,          0,     0.00,          0,     0.00, 0.0000961684,   -15.09,    47.6156,  -119.12,    47.6155,    60.88,          0,     0.00,          0,     0.00, 0.000192348,   164.91
Transformer.T5339021A,    1.24756,   -57.85,    1.24756,   122.15,          0,     0.00,          0,     0.00, 1.88277E-6,  -132.80,     37.068,   122.90,     37.068,   -57.10,          0,     0.00,          0,     0.00, 0.000112365,  -133.06,    37.0702,   122.90,    37.0701,   -57.10,          0,     0.00,          0,     0.00, 0.000224744,    46.94
Transformer.T5355589B,   0.743889,   168.77,   0.743889,   -11.23,          0,     0.00,          0,     0.00, 9.10665E-7,    93.73,    22.1432,   -10.62,    22.1432,   169.38,          0,     0.00,          0,     0.00, 0.0000542825,    93.41,    22.1453,   -10.63,    22.1453,   169.38,          0,     0.00,          0,     0.00, 0.000108571,   -86.59
Transformer.T225668688A,   0.746911,   -60.45,    0.74691,   119.55,          0,     0.00,          0,     0.00, 1.12577E-6,  -135.39,    22.1928,   120.30,    22.1928,   -59.70,          0,     0.00,          0,     0.00, 0.0000671861,  -135.64,    22.1941,   120.30,    22.1941,   -59.70,          0,     0.00,          0,     0.00, 0.00013438,    44.36
Transformer.T5302803C,    1.49745,    67.13,    1.49745,  -112.87,          0,     0.00,          0,     0.00, 1.72197E-6,    -7.93,    44.5991,  -112.29,    44.5992,    67.71,          0,     0.00,          0,     0.00, 0.000102599,    -8.26,    44.5966,  -112.30,    44.5965,    67.70,          0,     0.00,          0,     0.00, 0.000205211,   171.74
Transformer.T5355596B,   0.446804,   168.73,   0.446804,   -11.27,          0,     0.00,          0,     0.00, 5.45521E-7,    93.70,    13.3002,   -10.66,    13.3002,   169.34,          0,     0.00,          0,     0.00, 0.0000325165,    93.39,    13.3014,   -10.67,    13.3014,   169.33,          0,     0.00,          0,     0.00, 0.0000650368,   -86.62
Transformer.T21400108B,   0.446292,   168.72,   0.446292,   -11.28,          0,     0.00,          0,     0.00, 5.45135E-7,    93.69,    13.2849,   -10.67,    13.2849,   169.33,          0,     0.00,          0,     0.00, 0.0000324937,    93.38,    13.2862,   -10.68,    13.2861,   169.32,          0,     0.00,          0,     0.00, 0.0000649911,   -86.63
Transformer.T21380500C,     1.4847,    61.93,     1.4847,  -118.07,          0,     0.00,          0,     0.00, 1.73662E-6,   -13.12,    44.2136,  -117.49,    44.2136,    62.51,          0,     0.00,          0,     0.00, 0.000103484,   -13.45,     44.211,  -117.49,     44.211,    62.51,          0,     0.00,          0,     0.00, 0.000206981,   166.55
Transformer.T28150189A,    1.30135,   -57.20,    1.30135,   122.80,          0,     0.00,          0,     0.00, 1.72725E-6,  -132.21,    38.7143,   123.47,    38.7143,   -56.53,          0,     0.00,          0,     0.00, 0.000103009,  -132.49,     38.712,   123.46,     38.712,   -56.54,          0,     0.00,          0,     0.00, 0.000206031,    47.50
Transformer.T226193737C,    0.89865,    65.11,   0.898649,  -114.89,          0,     0.00,          0,     0.00, 1.03037E-6,    -9.93,    26.7653,  -114.32,    26.7653,    65.68,          0,     0.00,          0,     0.00, 0.0000613904,   -10.27,    26.7637,  -114.32,    26.7637,    65.68,          0,     0.00,          0,     0.00, 0.000122788,   169.73
Transformer.T5391989A,    1.25311,   -60.26,    1.25311,   119.74,          0,     0.00,          0,     0.00, 1.89115E-6,  -135.21,     37.233,   120.49,     37.233,   -59.51,          0,     0.00,          0,     0.00, 0.000112866,  -135.47,    37.2352,   120.49,    37.2352,   -59.51,          0,     0.00,          0,     0.00, 0.000225744,    44.53
Transformer.T5328365B,     1.0584,   169.95,     1.0584,   -10.05,          0,     0.00,          0,     0.00, 1.32616E-6,    94.90,    31.4994,    -9.42,    31.4995,   170.58,          0,     0.00,          0,     0.00, 0.0000790614,    94.60,    31.5024,    -9.43,    31.5024,   170.57,          0,     0.00,          0,     0.00, 0.000158132,   -85.41
Transformer.T21387206C,   0.894963,    67.14,   0.894963,  -112.86,          0,     0.00,          0,     0.00, 1.03459E-6,    -7.91,    26.6539,  -112.29,    26.6539,    67.71,          0,     0.00,          0,     0.00, 0.0000616453,    -8.24,    26.6523,  -112.29,    26.6523,    67.71,          0,     0.00,          0,     0.00, 0.000123298,   171.76
Transformer.T5337661B,   0.738537,   169.27,   0.738537,   -10.73,          0,     0.00,          0,     0.00, 9.06619E-7,    94.23,    21.9834,   -10.12,    21.9834,   169.88,          0,     0.00,          0,     0.00, 0.0000540423,    93.92,    21.9855,   -10.12,    21.9855,   169.88,          0,     0.00,          0,     0.00, 0.000108091,   -86.09
Transformer.T5338965A,    1.29191,   -59.19,    1.29191,   120.81,          0,     0.00,          0,     0.00, 1.94971E-6,  -134.14,    38.3858,   121.57,    38.3858,   -58.43,          0,     0.00,          0,     0.00, 0.00011636,  -134.39,    38.3881,   121.56,     38.388,   -58.44,          0,     0.00,          0,     0.00, 0.000232733,    45.61
Transformer.T5391748B,   0.932943,   170.05,   0.932943,    -9.95,          0,     0.00,          0,     0.00, 1.05358E-6,    94.99,    27.7878,    -9.39,    27.7878,   170.61,          0,     0.00,          0,     0.00, 0.0000627672,    94.65,    27.7902,    -9.39,    27.7902,   170.61,          0,     0.00,          0,     0.00, 0.000125542,   -85.36
Transformer.T5356013A,    1.26634,   -60.01,    1.26634,   119.99,          0,     0.00,          0,     0.00, 1.91112E-6,  -134.96,    37.6261,   120.74,    37.6261,   -59.26,          0,     0.00,          0,     0.00, 0.000114057,  -135.22,    37.6283,   120.74,    37.6283,   -59.26,          0,     0.00,          0,     0.00, 0.000228127,    44.78
Transformer.T5323255B,   0.439245,   168.66,   0.439245,   -11.34,          0,     0.00,          0,     0.00, 5.39827E-7,    93.63,    13.0745,   -10.73,    13.0745,   169.27,          0,     0.00,          0,     0.00, 0.0000321785,    93.32,    13.0757,   -10.73,    13.0757,   169.27,          0,     0.00,          0,     0.00, 0.0000643608,   -86.68
Transformer.T21399229A,   0.751371,   -59.85,    0.75137,   120.15,          0,     0.00,          0,     0.00, 1.13249E-6,  -134.79,    22.3253,   120.90,    22.3253,   -59.10,          0,     0.00,          0,     0.00, 0.0000675873,  -135.04,    22.3266,   120.90,    22.3266,   -59.10,          0,     0.00,          0,     0.00, 0.000135182,    44.96
Transformer.T2224237643A,    1.90529,   -59.83,    1.90529,   120.17,          0,     0.00,          0,     0.00,  2.8824E-6,  -134.79,    56.6097,   120.93,    56.6097,   -59.07,          0,     0.00,          0,     0.00, 0.000172026,  -135.04,     56.613,   120.92,    56.6129,   -59.08,          0,     0.00,          0,     0.00, 0.000344073,    44.95
Transformer.T5302473A,    1.30513,   -57.23,    1.30513,   122.77,          0,     0.00,          0,     0.00, 1.72228E-6,  -132.24,    38.8286,   123.43,    38.8286,   -56.57,          0,     0.00,          0,     0.00, 0.000102709,  -132.53,    38.8264,   123.43,    38.8263,   -56.57,          0,     0.00,          0,     0.00, 0.00020543,    47.47
Transformer.T226193886B,   0.764084,   169.02,   0.764083,   -10.98,          0,     0.00,          0,     0.00, 9.25931E-7,    93.97,    22.7461,   -10.38,    22.7462,   169.62,          0,     0.00,          0,     0.00, 0.0000551888,    93.66,    22.7483,   -10.38,    22.7482,   169.62,          0,     0.00,          0,     0.00, 0.000110384,   -86.35
Transformer.T5323394B,    1.07307,   168.55,    1.07307,   -11.45,          0,     0.00,          0,     0.00, 1.33731E-6,    93.50,    31.9375,   -10.83,    31.9375,   169.17,          0,     0.00,          0,     0.00, 0.0000797229,    93.19,    31.9406,   -10.83,    31.9405,   169.17,          0,     0.00,          0,     0.00, 0.000159455,   -86.81
Transformer.T21383553B,   0.452859,   168.86,   0.452859,   -11.14,          0,     0.00,          0,     0.00, 5.50082E-7,    93.83,     13.481,   -10.54,     13.481,   169.46,          0,     0.00,          0,     0.00, 0.0000327873,    93.51,    13.4822,   -10.54,    13.4822,   169.46,          0,     0.00,          0,     0.00, 0.0000655784,   -86.49
Transformer.T5391742B,   0.930511,   170.02,    0.93051,    -9.98,          0,     0.00,          0,     0.00, 1.05175E-6,    94.96,    27.7152,    -9.41,    27.7152,   170.59,          0,     0.00,          0,     0.00, 0.0000626581,    94.62,    27.7176,    -9.42,    27.7176,   170.59,          0,     0.00,          0,     0.00, 0.000125323,   -85.38
Transformer.T5274992C,    1.48776,    65.26,    1.48775,  -114.74,          0,     0.00,          0,     0.00, 1.73309E-6,    -9.80,     44.306,  -114.16,    44.3061,    65.84,          0,     0.00,          0,     0.00, 0.000103271,   -10.13,    44.3035,  -114.17,    44.3034,    65.83,          0,     0.00,          0,     0.00, 0.000206553,   169.87
Transformer.T225700953A,   0.750212,   -51.65,   0.750212,   128.35,          0,     0.00,          0,     0.00, 1.07619E-6,  -126.62,    22.3027,   129.06,    22.3027,   -50.94,          0,     0.00,          0,     0.00, 0.0000642099,  -126.88,    22.3014,   129.06,    22.3014,   -50.94,          0,     0.00,          0,     0.00, 0.000128427,    53.11
Transformer.T226964880A,    1.25047,   -59.85,    1.25047,   120.15,          0,     0.00,          0,     0.00, 1.88717E-6,  -134.80,    37.1546,   120.91,    37.1546,   -59.09,          0,     0.00,          0,     0.00, 0.000112628,  -135.05,    37.1568,   120.90,    37.1567,   -59.10,          0,     0.00,          0,     0.00, 0.000225269,    44.95
Transformer.T21386552B,   0.436439,   169.15,   0.436439,   -10.85,          0,     0.00,          0,     0.00, 5.37713E-7,    94.13,    12.9907,   -10.23,    12.9907,   169.77,          0,     0.00,          0,     0.00, 0.0000320531,    93.82,    12.9919,   -10.24,    12.9919,   169.77,          0,     0.00,          0,     0.00, 0.0000641098,   -86.18
Transformer.T5302734A,   0.769412,   -57.21,   0.769411,   122.79,          0,     0.00,          0,     0.00,  1.0493E-6,  -132.20,     22.884,   123.47,     22.884,   -56.53,          0,     0.00,          0,     0.00, 0.0000625878,  -132.48,    22.8826,   123.47,    22.8826,   -56.53,          0,     0.00,          0,     0.00, 0.000125183,    47.52
Transformer.T5338955B,   0.749702,   169.30,   0.749702,   -10.70,          0,     0.00,          0,     0.00, 9.15059E-7,    94.25,    22.3168,   -10.10,    22.3168,   169.90,          0,     0.00,          0,     0.00, 0.0000545434,    93.94,    22.3189,   -10.10,    22.3188,   169.90,          0,     0.00,          0,     0.00, 0.000109093,   -86.06
Transformer.T5339002B,    0.45765,   168.96,   0.457649,   -11.04,          0,     0.00,          0,     0.00,  5.5369E-7,    93.92,     13.624,   -10.44,     13.624,   169.56,          0,     0.00,          0,     0.00, 0.0000330015,    93.61,    13.6253,   -10.44,    13.6253,   169.56,          0,     0.00,          0,     0.00, 0.0000660068,   -86.39
Transformer.T5260551C,    2.15207,    64.75,    2.15207,  -115.25,          0,     0.00,          0,     0.00, 2.70262E-6,   -10.30,    64.0523,  -114.62,    64.0524,    65.38,          0,     0.00,          0,     0.00, 0.000161123,   -10.60,    64.0486,  -114.63,    64.0485,    65.37,          0,     0.00,          0,     0.00, 0.000322266,   169.40
Transformer.T5337665B,   0.444297,   169.25,   0.444297,   -10.75,          0,     0.00,          0,     0.00, 5.43632E-7,    94.22,    13.2253,   -10.14,    13.2253,   169.86,          0,     0.00,          0,     0.00, 0.0000324044,    93.91,    13.2266,   -10.14,    13.2266,   169.86,          0,     0.00,          0,     0.00, 0.0000648126,   -86.09
Transformer.T21426205B,   0.750787,   169.03,   0.750786,   -10.97,          0,     0.00,          0,     0.00, 9.15879E-7,    93.99,    22.3491,   -10.36,    22.3492,   169.64,          0,     0.00,          0,     0.00, 0.000054592,    93.67,    22.3512,   -10.37,    22.3512,   169.63,          0,     0.00,          0,     0.00, 0.00010919,   -86.33
Transformer.T28120786A,    1.30819,   -55.58,    1.30819,   124.42,          0,     0.00,          0,     0.00, 1.71827E-6,  -130.59,    38.9212,   125.08,    38.9212,   -54.92,          0,     0.00,          0,     0.00, 0.000102467,  -130.88,    38.9189,   125.07,    38.9189,   -54.93,          0,     0.00,          0,     0.00, 0.000204946,    49.11
Transformer.T5321849B,   0.453214,   168.93,   0.453214,   -11.07,          0,     0.00,          0,     0.00, 5.50349E-7,    93.90,    13.4916,   -10.46,    13.4916,   169.54,          0,     0.00,          0,     0.00, 0.0000328032,    93.59,    13.4928,   -10.46,    13.4928,   169.54,          0,     0.00,          0,     0.00, 0.0000656101,   -86.41
Transformer.T5339049A,    1.25397,   -57.09,    1.25396,   122.91,          0,     0.00,          0,     0.00, 1.89245E-6,  -132.04,    37.2584,   123.66,    37.2585,   -56.34,          0,     0.00,          0,     0.00, 0.000112943,  -132.30,    37.2606,   123.66,    37.2606,   -56.34,          0,     0.00,          0,     0.00, 0.000225898,    47.70
