Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4
"L2973150", 12.47, 1,    7775.54,  -43.3,      1.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3160113", 12.47, 2,    3802.82, -176.2,    0.5282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2710518", 12.47, 1,    7826.64,  -44.8,    1.0871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3195310", 12.47, 1,    7142.47,  -42.2,   0.99207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3142098", 12.47, 2,    3880.82, -172.6,   0.53904, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026784", 12.47, 3,    6768.13,   75.6,   0.94008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2897771", 12.47, 2,    3992.41, -171.8,   0.55454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2917255", 12.47, 3,    7366.52,   79.0,    1.0232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3254215", 12.47, 3,    7141.82,   82.1,   0.99198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2989571", 12.47, 1,    7776.49,  -45.4,    1.0801, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3179699", 12.47, 2,    4647.59, -173.6,   0.64554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3029507", 12.47, 2,    4412.46, -174.9,   0.61288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2748124", 12.47, 2,    3696.18, -176.5,   0.51339, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D5958866-1_INT", 12.47, 1,     7383.5,  -38.3,    1.0255, 2,    3917.63, -172.3,   0.54415, 3,     7302.2,   80.3,    1.0143, 0, 0, 0, 0
"L2861218", 12.47, 1,    7388.72,  -38.1,    1.0263, 2,    3896.79, -172.5,   0.54125, 3,    7320.39,   80.2,    1.0168, 0, 0, 0, 0
"L0247162", 12.47, 2,    4485.25, -174.8,   0.62299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2935552", 12.47, 3,    7226.35,   80.3,    1.0037, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3216350", 12.47, 1,    7826.76,  -44.8,    1.0871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3197660", 12.47, 2,     3711.5, -176.4,   0.51552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026880", 12.47, 1,    7911.17,  -45.1,    1.0988, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2822860", 12.47, 2,    3702.06, -176.5,   0.51421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3101787", 12.47, 1,    7788.19,  -45.4,    1.0818, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3027132", 12.47, 1,    7788.14,  -45.4,    1.0818, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3179673", 12.47, 3,    7540.52,   79.9,    1.0474, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2879092", 12.47, 3,    6681.33,   75.7,   0.92802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2803199", 12.47, 1,    7251.24,  -39.3,    1.0072, 2,    3666.92, -174.8,   0.50933, 3,    7289.31,   78.5,    1.0125, 0, 0, 0, 0
"L3254208", 12.47, 3,    6724.59,   75.1,   0.93403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1027014", 12.47, 3,    6688.42,   75.3,     0.929, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047433", 12.47, 1,    7794.86,  -44.8,    1.0827, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2991905", 12.47, 1,    7956.73,  -44.7,    1.1052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2935560", 12.47, 3,    6698.54,   75.7,   0.93041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3085400", 12.47, 3,    7141.37,   82.1,   0.99192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2764403", 12.47, 1,    7735.99,  -43.6,    1.0745, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108535", 12.47, 1,    7899.93,  -41.0,    1.0973, 2,    3888.31, -175.2,   0.54008, 3,    7284.44,   77.7,    1.0118, 0, 0, 0, 0
"L2785521", 12.47, 3,    6852.37,   75.6,   0.95178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3216988", 12.47, 2,    3682.68, -174.6,   0.51151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3649305", 12.47, 1,     7968.6,  -44.8,    1.1068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2983432", 12.47, 1,    7990.51,  -44.5,    1.1099, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3315860", 12.47, 2,    3772.34, -176.3,   0.52397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1125966", 12.47, 2,     3683.1, -174.6,   0.51157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2729423", 12.47, 3,    7167.72,   76.5,   0.99558, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D6140776-1_INT", 12.47, 1,    7899.45,  -44.6,    1.0972, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2673307", 12.47, 3,    7108.57,   80.0,   0.98736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2685809", 12.47, 1,    8045.83,  -44.4,    1.1175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3254209", 12.47, 3,    6745.69,   75.2,   0.93696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2860477", 12.47, 1,    7922.58,  -45.0,    1.1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P827548", 12.47, 1,    7780.08,  -43.3,    1.0806, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3048946", 12.47, 3,    7660.54,   80.2,     1.064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2839331", 12.47, 1,    7809.84,  -45.3,    1.0848, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2973180", 12.47, 2,    3682.65, -176.0,   0.51151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3066806", 12.47, 3,    7150.76,   80.1,   0.99322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2785529", 12.47, 3,    6816.84,   75.5,   0.94684, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3177894", 12.47, 1,    7775.35,  -45.4,      1.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2731712", 12.47, 2,    3798.33, -176.0,   0.52758, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2917310", 12.47, 2,    3880.74, -172.6,   0.53903, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D5682346-3_INT", 12.47, 1,    7810.83,  -42.8,    1.0849, 2,    3851.18, -175.9,   0.53492, 3,    7164.82,   76.5,   0.99518, 0, 0, 0, 0
"L3085394", 12.47, 3,    7193.49,   80.2,   0.99916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3236004", 12.47, 3,    7373.67,   79.0,    1.0242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2879066", 12.47, 2,    3718.47, -176.4,   0.51649, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3048214", 12.47, 1,    7142.34,  -42.2,   0.99205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3120504", 12.47, 1,    7777.92,  -45.4,    1.0803, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P827537", 12.47, 1,    7835.48,  -44.8,    1.0883, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"228-979371-2_INT", 12.47, 3,    6652.45,   74.6,   0.92401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2785543", 12.47, 2,    3798.15, -176.0,   0.52755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047837", 12.47, 2,    3702.52, -176.5,   0.51427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2916602", 12.47, 1,    7848.35,  -42.0,    1.0901, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D6140778-1_INT", 12.47, 2,    4415.83, -174.9,   0.61335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2766748", 12.47, 1,    7911.14,  -45.1,    1.0988, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"REGXFMR_190-8581", 12.47, 1,    7190.49,  -40.8,   0.99874, 2,    3663.38, -175.2,   0.50883, 3,    7207.35,   77.8,    1.0011, 0, 0, 0, 0
"L3104129", 12.47, 1,    8109.02,  -44.0,    1.1263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1027110", 12.47, 1,     7781.3,  -45.4,    1.0808, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3047058", 12.47, 1,    7842.52,  -45.2,    1.0893, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2801949", 12.47, 2,    3798.33, -176.0,   0.52758, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2710525", 12.47, 3,    6761.66,   75.4,   0.93918, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3197640", 12.47, 3,    6826.78,   75.6,   0.94822, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3010561", 12.47, 1,    7962.61,  -44.7,     1.106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3141390", 12.47, 2,    4366.92, -175.0,   0.60655, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D5746546-1_INT", 12.47, 2,     444.14,   80.0,   0.06169, 3,    7107.22,   80.0,   0.98717, 0, 0, 0, 0, 0, 0, 0, 0
"D5956499-2_INT", 12.47, 1,    7960.23,  -44.7,    1.1057, 2,    3758.86, -175.8,    0.5221, 3,    6703.06,   74.9,   0.93104, 0, 0, 0, 0
"L2823592_CAP", 12.47, 1,     7521.3,  -35.5,    1.0447, 2,    4738.14, -166.7,   0.65812, 3,    7468.68,   84.6,    1.0374, 0, 0, 0, 0
"Q16642_CAP", 12.47, 1,    7770.73,  -43.4,    1.0793, 2,    3841.53, -176.0,   0.53358, 3,    7112.22,   76.2,   0.98787, 0, 0, 0, 0
"Q16483_CAP", 12.47, 1,    7467.87,  -36.0,    1.0373, 2,    3689.29, -174.2,   0.51243, 3,    7534.02,   79.9,    1.0465, 0, 0, 0, 0
"HVMV_SUB_HSB", 115, 1,    64222.9,   -2.9,   0.96728, 2,      63344, -120.4,   0.95404, 3,    66184.6,  119.0,   0.99683, 0, 0, 0, 0
"REGXFMR_HVMV_SUB_LSB", 12.47, 1,    7060.44,  -36.6,   0.98068, 2,    5081.49, -163.3,   0.70581, 3,    6921.25,   86.8,   0.96134, 0, 0, 0, 0
"X2804253A", 0.208, 1,    121.742,  -42.0,    1.0138, 2,    121.749,  138.0,    1.0138, 0, 0, 0, 0, 0, 0, 0, 0
"X3254213B", 0.208, 1,    62.8985, -176.3,   0.52377, 2,    62.9021,    3.7,    0.5238, 0, 0, 0, 0, 0, 0, 0, 0
"X3216339B", 0.208, 1,    72.1821, -175.4,   0.60107, 2,    72.1863,    4.6,   0.60111, 0, 0, 0, 0, 0, 0, 0, 0
"X2954355A", 0.208, 1,    129.808,  -45.0,    1.0809, 2,    129.815,  135.0,     1.081, 0, 0, 0, 0, 0, 0, 0, 0
"X2861197C", 0.208, 1,    121.978,   78.6,    1.0157, 2,    121.985, -101.4,    1.0158, 0, 0, 0, 0, 0, 0, 0, 0
"X2842379A", 0.208, 1,    122.564,  -38.2,    1.0206, 2,    122.571,  141.8,    1.0207, 0, 0, 0, 0, 0, 0, 0, 0
"X2841636B", 0.208, 1,    72.9716, -175.2,   0.60765, 2,    72.9758,    4.8,   0.60768, 0, 0, 0, 0, 0, 0, 0, 0
"X3047289A", 0.208, 1,    118.514,  -40.7,   0.98688, 2,    118.521,  139.3,   0.98694, 0, 0, 0, 0, 0, 0, 0, 0
"X3047289B", 0.208, 1,    70.4069, -173.2,   0.58629, 2,    70.4109,    6.8,   0.58632, 0, 0, 0, 0, 0, 0, 0, 0
"X3047289C", 0.208, 1,    117.884,   81.3,   0.98164, 2,    117.891,  -98.7,    0.9817, 0, 0, 0, 0, 0, 0, 0, 0
"X3085399C", 0.208, 1,    118.203,   81.7,    0.9843, 2,     118.21,  -98.3,   0.98436, 0, 0, 0, 0, 0, 0, 0, 0
"X3085391B", 0.208, 1,    61.7187, -176.1,   0.51394, 2,    61.7222,    3.9,   0.51397, 0, 0, 0, 0, 0, 0, 0, 0
"X2897778A", 0.208, 1,    118.383,  -42.5,    0.9858, 2,     118.39,  137.5,   0.98586, 0, 0, 0, 0, 0, 0, 0, 0
"X3197647A", 0.208, 1,    130.948,  -44.9,    1.0904, 2,    130.956,  135.1,    1.0905, 0, 0, 0, 0, 0, 0, 0, 0
"X2936275B", 0.208, 1,    35.8331, -176.7,   0.29839, 2,    35.8352,    3.3,   0.29841, 0, 0, 0, 0, 0, 0, 0, 0
"X2729408B", 0.208, 1,    63.1841, -176.5,   0.52614, 2,    63.1878,    3.5,   0.52618, 0, 0, 0, 0, 0, 0, 0, 0
"X2673310A", 0.208, 1,    121.627,  -42.0,    1.0128, 2,    121.634,  138.0,    1.0129, 0, 0, 0, 0, 0, 0, 0, 0
"X3048212A", 0.208, 1,     131.51,  -45.2,    1.0951, 2,    131.517,  134.8,    1.0952, 0, 0, 0, 0, 0, 0, 0, 0
"X3104133A", 0.208, 1,    119.515,  -42.5,   0.99522, 2,    119.522,  137.5,   0.99528, 0, 0, 0, 0, 0, 0, 0, 0
"X2879087A", 0.208, 1,    131.258,  -45.3,     1.093, 2,    131.265,  134.7,    1.0931, 0, 0, 0, 0, 0, 0, 0, 0
"X2710510C", 0.208, 1,    118.698,   81.5,   0.98842, 2,    118.705,  -98.5,   0.98847, 0, 0, 0, 0, 0, 0, 0, 0
"X3122810B", 0.208, 1,    61.3539, -176.8,    0.5109, 2,    61.3574,    3.2,   0.51093, 0, 0, 0, 0, 0, 0, 0, 0
"X2954352C", 0.208, 1,    118.869,   81.8,   0.98984, 2,    118.876,  -98.2,    0.9899, 0, 0, 0, 0, 0, 0, 0, 0
"X2729411A", 0.208, 1,    120.059,  -42.5,   0.99975, 2,    120.066,  137.5,   0.99981, 0, 0, 0, 0, 0, 0, 0, 0
"X3178971A", 0.208, 1,    131.888,  -44.7,    1.0982, 2,    131.895,  135.3,    1.0983, 0, 0, 0, 0, 0, 0, 0, 0
"X3254234B", 0.208, 1,    62.6062, -176.6,   0.52133, 2,    62.6098,    3.4,   0.52136, 0, 0, 0, 0, 0, 0, 0, 0
"X_293471A", 0.208, 1,    119.303,  -42.5,   0.99346, 2,     119.31,  137.5,   0.99352, 0, 0, 0, 0, 0, 0, 0, 0
"X_293471B", 0.208, 1,    73.9348, -175.1,   0.61567, 2,    73.9391,    4.9,    0.6157, 0, 0, 0, 0, 0, 0, 0, 0
"X_293471C", 0.208, 1,    117.992,   81.1,   0.98254, 2,    117.999,  -98.9,    0.9826, 0, 0, 0, 0, 0, 0, 0, 0
"X2860482A", 0.208, 1,    132.051,  -44.9,    1.0996, 2,    132.059,  135.1,    1.0997, 0, 0, 0, 0, 0, 0, 0, 0
"X2763811C", 0.208, 1,    109.882,   74.2,   0.91501, 2,    109.889, -105.8,   0.91506, 0, 0, 0, 0, 0, 0, 0, 0
"X3251799A", 0.208, 1,    122.036,  -38.0,    1.0162, 2,    122.043,  142.0,    1.0163, 0, 0, 0, 0, 0, 0, 0, 0
"X2898526C", 0.208, 1,     120.21,   80.1,     1.001, 2,    120.217,  -99.9,    1.0011, 0, 0, 0, 0, 0, 0, 0, 0
"X2897780B", 0.208, 1,    74.3793, -175.0,   0.61937, 2,    74.3836,    5.0,    0.6194, 0, 0, 0, 0, 0, 0, 0, 0
"X3027124C", 0.208, 1,    121.939,   83.3,    1.0154, 2,    121.947,  -96.7,    1.0155, 0, 0, 0, 0, 0, 0, 0, 0
"X2954361B", 0.208, 1,    62.9478, -176.5,   0.52418, 2,    62.9514,    3.5,   0.52421, 0, 0, 0, 0, 0, 0, 0, 0
"X2745811C", 0.208, 1,    121.948,   83.3,    1.0155, 2,    121.955,  -96.7,    1.0155, 0, 0, 0, 0, 0, 0, 0, 0
"X2841633A", 0.208, 1,    130.949,  -44.9,    1.0904, 2,    130.957,  135.1,    1.0905, 0, 0, 0, 0, 0, 0, 0, 0
"X2917359A", 0.208, 1,    122.762,  -37.7,    1.0223, 2,    122.769,  142.3,    1.0223, 0, 0, 0, 0, 0, 0, 0, 0
"X2748158A", 0.208, 1,    119.554,  -42.5,   0.99555, 2,    119.561,  137.5,    0.9956, 0, 0, 0, 0, 0, 0, 0, 0
"X2955047A", 0.208, 1,    119.348,  -40.8,   0.99383, 2,    119.354,  139.2,   0.99388, 0, 0, 0, 0, 0, 0, 0, 0
"X3122837C", 0.208, 1,    111.823,   75.0,   0.93117, 2,    111.829, -105.0,   0.93122, 0, 0, 0, 0, 0, 0, 0, 0
"X2804269B", 0.208, 1,    62.9591, -176.5,   0.52427, 2,    62.9627,    3.5,    0.5243, 0, 0, 0, 0, 0, 0, 0, 0
"X3157708C", 0.208, 1,    112.918,   75.3,   0.94029, 2,    112.925, -104.7,   0.94035, 0, 0, 0, 0, 0, 0, 0, 0
"X3179682C", 0.208, 1,    120.312,   80.0,    1.0019, 2,    120.319, -100.0,    1.0019, 0, 0, 0, 0, 0, 0, 0, 0
"X2822877B", 0.208, 1,    61.8372, -176.1,   0.51493, 2,    61.8407,    3.9,   0.51496, 0, 0, 0, 0, 0, 0, 0, 0
"X3141393C", 0.208, 1,    119.206,   76.5,   0.99265, 2,    119.213, -103.5,    0.9927, 0, 0, 0, 0, 0, 0, 0, 0
"X2897801A", 0.208, 1,    131.856,  -45.0,     1.098, 2,    131.863,  135.0,     1.098, 0, 0, 0, 0, 0, 0, 0, 0
"X3217056A", 0.208, 1,    125.099,  -34.9,    1.0417, 2,    125.106,  145.1,    1.0418, 0, 0, 0, 0, 0, 0, 0, 0
"X2936270A", 0.208, 1,    125.124,  -34.9,    1.0419, 2,    125.132,  145.1,     1.042, 0, 0, 0, 0, 0, 0, 0, 0
"X3235249A", 0.208, 1,    131.416,  -45.2,    1.0943, 2,    131.423,  134.8,    1.0944, 0, 0, 0, 0, 0, 0, 0, 0
"X3217052C", 0.208, 1,    123.336,   79.6,     1.027, 2,    123.344, -100.4,    1.0271, 0, 0, 0, 0, 0, 0, 0, 0
"X2916598A", 0.208, 1,    131.509,  -45.2,    1.0951, 2,    131.517,  134.8,    1.0952, 0, 0, 0, 0, 0, 0, 0, 0
"X3048206A", 0.208, 1,    121.548,  -42.1,    1.0121, 2,    121.555,  137.9,    1.0122, 0, 0, 0, 0, 0, 0, 0, 0
"X3141402C", 0.208, 1,    110.523,   75.3,   0.92034, 2,    110.529, -104.7,   0.92039, 0, 0, 0, 0, 0, 0, 0, 0
"X3235256A", 0.208, 1,    120.807,  -42.4,     1.006, 2,    120.814,  137.6,     1.006, 0, 0, 0, 0, 0, 0, 0, 0
"X3178973A", 0.208, 1,    132.159,  -44.7,    1.1005, 2,    132.166,  135.3,    1.1006, 0, 0, 0, 0, 0, 0, 0, 0
"X3197654A", 0.208, 1,    128.558,  -43.8,    1.0705, 2,    128.566,  136.2,    1.0706, 0, 0, 0, 0, 0, 0, 0, 0
"X3066809C", 0.208, 1,    111.246,   74.8,   0.92636, 2,    111.252, -105.2,   0.92641, 0, 0, 0, 0, 0, 0, 0, 0
"X2766742B", 0.208, 1,    62.6939, -176.6,   0.52206, 2,    62.6975,    3.4,   0.52209, 0, 0, 0, 0, 0, 0, 0, 0
"X2991908A", 0.208, 1,     132.16,  -44.7,    1.1005, 2,    132.168,  135.3,    1.1006, 0, 0, 0, 0, 0, 0, 0, 0
"X3065750B", 0.208, 1,    61.1931, -176.8,   0.50957, 2,    61.1967,    3.2,   0.50959, 0, 0, 0, 0, 0, 0, 0, 0
"X3085401A", 0.208, 1,    133.641,  -44.5,    1.1129, 2,    133.649,  135.5,    1.1129, 0, 0, 0, 0, 0, 0, 0, 0
"X2729413A", 0.208, 1,    131.617,  -45.2,     1.096, 2,    131.624,  134.8,    1.0961, 0, 0, 0, 0, 0, 0, 0, 0
"X3254915B", 0.208, 1,    62.9737, -173.5,   0.52439, 2,    62.9773,    6.5,   0.52442, 0, 0, 0, 0, 0, 0, 0, 0
"X2748131B", 0.208, 1,    61.6124, -176.7,   0.51306, 2,     61.616,    3.3,   0.51309, 0, 0, 0, 0, 0, 0, 0, 0
"X3066810C", 0.208, 1,    110.879,   74.6,    0.9233, 2,    110.885, -105.4,   0.92336, 0, 0, 0, 0, 0, 0, 0, 0
"X2973146B", 0.208, 1,    62.3607, -176.6,   0.51929, 2,    62.3643,    3.4,   0.51932, 0, 0, 0, 0, 0, 0, 0, 0
"X2973180B", 0.208, 1,    60.9823, -176.3,   0.50781, 2,    60.9859,    3.7,   0.50784, 0, 0, 0, 0, 0, 0, 0, 0
"X2973167B", 0.208, 1,    63.4635, -175.8,   0.52847, 2,    63.4672,    4.2,    0.5285, 0, 0, 0, 0, 0, 0, 0, 0
"X2841621C", 0.208, 1,     113.51,   75.2,   0.94522, 2,    113.517, -104.8,   0.94527, 0, 0, 0, 0, 0, 0, 0, 0
"X3123509C", 0.208, 1,    131.241,   79.3,    1.0929, 2,    131.248, -100.7,    1.0929, 0, 0, 0, 0, 0, 0, 0, 0
"X2841627A", 0.208, 1,      128.9,  -45.1,    1.0734, 2,    128.907,  134.9,    1.0734, 0, 0, 0, 0, 0, 0, 0, 0
"X3235250B", 0.208, 1,    61.2928, -176.2,    0.5104, 2,    61.2964,    3.8,   0.51042, 0, 0, 0, 0, 0, 0, 0, 0
"X3728037A", 0.208, 1,    131.939,  -44.9,    1.0987, 2,    131.946,  135.1,    1.0987, 0, 0, 0, 0, 0, 0, 0, 0
"X3142078B", 0.208, 1,    76.8321, -174.0,   0.63979, 2,    76.8366,    6.0,   0.63983, 0, 0, 0, 0, 0, 0, 0, 0
"X2879066B", 0.208, 1,    61.5714, -176.7,   0.51272, 2,     61.575,    3.3,   0.51274, 0, 0, 0, 0, 0, 0, 0, 0
"X3235254C", 0.208, 1,    113.065,   75.2,   0.94151, 2,    113.072, -104.8,   0.94157, 0, 0, 0, 0, 0, 0, 0, 0
"X2917330A", 0.208, 1,    122.738,  -37.7,    1.0221, 2,    122.745,  142.3,    1.0221, 0, 0, 0, 0, 0, 0, 0, 0
"X2914323B", 0.208, 1,    62.8397, -176.5,   0.52328, 2,    62.8433,    3.5,   0.52331, 0, 0, 0, 0, 0, 0, 0, 0
"X3197640C", 0.208, 1,    112.916,   75.3,   0.94027, 2,    112.923, -104.7,   0.94032, 0, 0, 0, 0, 0, 0, 0, 0
"X3179673C", 0.208, 1,    124.892,   79.6,      1.04, 2,    124.899, -100.4,    1.0401, 0, 0, 0, 0, 0, 0, 0, 0
"X3048228C", 0.208, 1,      118.5,   79.8,   0.98677, 2,    118.507, -100.2,   0.98683, 0, 0, 0, 0, 0, 0, 0, 0
"X3104126C", 0.208, 1,    118.598,   81.8,   0.98759, 2,    118.605,  -98.2,   0.98765, 0, 0, 0, 0, 0, 0, 0, 0
"X2990098A", 0.208, 1,    120.128,  -39.6,    1.0003, 2,    120.135,  140.4,    1.0004, 0, 0, 0, 0, 0, 0, 0, 0
"X2879067A", 0.208, 1,    131.887,  -44.7,    1.0982, 2,    131.895,  135.3,    1.0983, 0, 0, 0, 0, 0, 0, 0, 0
"X3176656A", 0.208, 1,    132.277,  -44.7,    1.1015, 2,    132.285,  135.3,    1.1016, 0, 0, 0, 0, 0, 0, 0, 0
"X2710532C", 0.208, 1,    110.715,   75.3,   0.92195, 2,    110.722, -104.7,     0.922, 0, 0, 0, 0, 0, 0, 0, 0
"X3160115B", 0.208, 1,    63.3808, -176.4,   0.52778, 2,    63.3845,    3.6,   0.52781, 0, 0, 0, 0, 0, 0, 0, 0
"X3103822C", 0.208, 1,    113.568,   75.2,    0.9457, 2,    113.574, -104.8,   0.94575, 0, 0, 0, 0, 0, 0, 0, 0
"X2805034A", 0.208, 1,    123.925,  -36.1,    1.0319, 2,    123.932,  143.9,     1.032, 0, 0, 0, 0, 0, 0, 0, 0
"X3157167A", 0.208, 1,    130.448,  -41.9,    1.0863, 2,    130.455,  138.1,    1.0863, 0, 0, 0, 0, 0, 0, 0, 0
"X2916620A", 0.208, 1,    129.243,  -43.4,    1.0762, 2,    129.251,  136.6,    1.0763, 0, 0, 0, 0, 0, 0, 0, 0
"X2916620B", 0.208, 1,    63.7446, -176.2,   0.53081, 2,    63.7483,    3.8,   0.53084, 0, 0, 0, 0, 0, 0, 0, 0
"X2916620C", 0.208, 1,    118.167,   76.0,   0.98399, 2,    118.174, -104.0,   0.98405, 0, 0, 0, 0, 0, 0, 0, 0
"X3027132A", 0.208, 1,    129.111,  -45.6,    1.0751, 2,    129.118,  134.4,    1.0752, 0, 0, 0, 0, 0, 0, 0, 0
"X2822862C", 0.208, 1,    118.355,   79.8,   0.98556, 2,    118.362, -100.2,   0.98562, 0, 0, 0, 0, 0, 0, 0, 0
"X2937757C", 0.208, 1,     122.73,   83.4,     1.022, 2,    122.737,  -96.6,    1.0221, 0, 0, 0, 0, 0, 0, 0, 0
"X2860483B", 0.208, 1,     61.571, -176.7,   0.51271, 2,    61.5746,    3.3,   0.51274, 0, 0, 0, 0, 0, 0, 0, 0
"X3048210A", 0.208, 1,    118.413,  -42.5,   0.98605, 2,     118.42,  137.5,   0.98611, 0, 0, 0, 0, 0, 0, 0, 0
"X3312692A", 0.208, 1,    128.892,  -45.7,    1.0733, 2,    128.899,  134.3,    1.0734, 0, 0, 0, 0, 0, 0, 0, 0
"X3251854A", 0.208, 1,    129.441,  -43.1,    1.0779, 2,    129.449,  136.9,    1.0779, 0, 0, 0, 0, 0, 0, 0, 0
"X3085398B", 0.208, 1,    63.1722, -176.5,   0.52605, 2,    63.1759,    3.5,   0.52608, 0, 0, 0, 0, 0, 0, 0, 0
"X3254207A", 0.208, 1,    131.888,  -45.0,    1.0983, 2,    131.895,  135.0,    1.0983, 0, 0, 0, 0, 0, 0, 0, 0
"X2729424A", 0.208, 1,    129.448,  -43.1,    1.0779, 2,    129.455,  136.9,     1.078, 0, 0, 0, 0, 0, 0, 0, 0
"X3066816A", 0.208, 1,    129.756,  -45.0,    1.0805, 2,    129.764,  135.0,    1.0806, 0, 0, 0, 0, 0, 0, 0, 0
